Age,AnnualIncome,LoanAmount,CreditScore,EmploymentType,YearsOfExperience,ExistingLoans,MaritalStatus,DefaultProbability,Default
21,42191,11840,562,Salaried,1,3,Single,100.0,1
62,115936,85083,641,Salaried,18,2,Married,48.733456535967036,0
37,65047,18393,584,Self-Employed,2,3,Single,84.44200711015147,1
34,84772,46340,656,Self-Employed,10,1,Married,73.17699995304032,1
24,90819,62659,578,Salaried,4,2,Single,89.74907520543637,1
21,28085,2912,423,Self-Employed,1,4,Married,100.0,1
46,107902,117651,652,Salaried,18,3,Married,84.64649616137199,1
31,76518,41514,550,Salaried,7,3,Single,95.9369952202953,1
20,30307,11417,629,Self-Employed,0,0,Single,77.61536639293023,1
41,113664,73649,511,Salaried,19,4,Single,89.3884189209109,1
54,51950,10836,536,Salaried,7,4,Single,84.70967211691956,1
33,66671,24271,634,Salaried,9,1,Married,15.154581368998024,0
69,174223,63955,689,Salaried,34,4,Married,36.801542595681354,0
21,23912,4907,632,Self-Employed,1,0,Single,63.12334941129802,1
22,12872,9094,545,Student,0,1,Single,100.0,1
51,83248,65126,588,Salaried,8,4,Single,94.41768545555769,1
47,64208,22998,654,Salaried,5,1,Married,44.92797483212928,0
35,114022,80706,588,Self-Employed,14,4,Single,98.78412768906092,1
25,3202,7781,498,Student,0,4,Divorced,100.0,1
48,58099,14889,508,Salaried,4,4,Married,97.55231427206803,1
36,92469,55101,671,Salaried,12,3,Single,56.84063583861078,1
66,213071,59396,663,Self-Employed,33,4,Married,41.91172723952401,0
63,85586,49316,619,Self-Employed,5,3,Divorced,83.01943538085789,1
36,62082,13236,581,Salaried,0,2,Married,88.1740275662574,1
39,113564,89033,690,Self-Employed,14,0,Single,48.990648490806635,0
41,83834,33713,574,Salaried,14,1,Single,65.50951233055495,1
62,98950,56853,658,Salaried,13,1,Married,44.947145217540076,0
29,54192,40186,493,Salaried,6,2,Married,100.0,1
24,3729,1202,450,Student,0,4,Married,100.0,1
55,45043,18704,669,Salaried,4,0,Divorced,40.71649176835207,0
48,112653,39044,668,Salaried,19,2,Divorced,23.612286520994676,0
53,148095,125944,668,Salaried,25,2,Divorced,52.38387464610553,0
25,4168,3753,560,Student,0,1,Single,100.0,1
65,109452,56453,565,Salaried,16,3,Married,85.47008354643121,1
62,123373,105724,652,Salaried,15,3,Married,82.50982124308321,1
53,131866,90328,668,Salaried,22,4,Married,58.74087262775568,1
47,90603,17762,598,Self-Employed,12,4,Married,61.98459166547298,1
66,184459,172316,679,Salaried,32,2,Single,42.42702475351534,0
50,136129,14914,617,Salaried,28,4,Married,39.01853711743548,0
35,70858,2822,634,Salaried,4,3,Married,48.87774930907007,0
23,6721,9243,597,Student,0,0,Single,100.0,1
66,175711,88898,759,Salaried,33,1,Married,15.745505251034396,0
45,28612,16999,527,Self-Employed,1,3,Single,100.0,1
20,10431,5738,452,Student,0,4,Single,100.0,1
24,3327,4901,542,Student,0,1,Single,100.0,1
62,53421,21872,734,Salaried,8,1,Married,40.137171706383775,0
50,2114,5934,478,Unemployed,25,2,Married,100.0,1
34,32889,8401,535,Salaried,2,4,Married,100.0,1
23,70216,77227,609,Salaried,3,2,Married,93.05614317589854,1
24,5848,2834,580,Student,0,1,Married,100.0,1
37,68959,25963,588,Salaried,4,2,Single,61.40703563514772,1
65,115408,20001,605,Salaried,19,4,Single,35.6212692512788,0
64,120331,94976,732,Salaried,19,3,Divorced,32.588051597639605,0
44,92786,93592,662,Self-Employed,4,0,Single,70.74557700858999,1
32,74251,36275,551,Salaried,9,3,Divorced,95.28123267411841,1
23,19466,5186,615,Self-Employed,3,1,Married,53.013590111046454,0
24,5557,2673,503,Student,0,3,Married,100.0,1
31,39149,28892,514,Self-Employed,8,2,Divorced,100.0,1
28,61178,38473,575,Salaried,8,4,Single,89.138778231133,1
23,4196,1211,477,Student,0,3,Single,100.0,1
26,45904,38834,526,Salaried,5,3,Married,100.0,1
43,144135,65902,723,Salaried,21,4,Single,50.029768956088446,0
33,59041,49524,577,Salaried,10,2,Divorced,97.12426625919652,1
22,35369,9012,610,Salaried,1,0,Single,56.55104310531659,1
69,117317,49702,692,Salaried,18,3,Married,46.33779770753066,0
27,51327,7635,557,Salaried,5,1,Married,63.133078087791134,1
67,162825,44717,726,Salaried,19,2,Married,3.334563844763198,0
20,53945,12349,606,Salaried,0,2,Single,66.8227897559732,1
30,56063,28598,616,Self-Employed,2,3,Single,97.67595212921721,1
60,152844,90868,664,Self-Employed,21,4,Married,65.86062287276603,1
66,129187,43564,604,Self-Employed,14,3,Single,62.33007447603331,1
47,78639,35088,615,Salaried,10,3,Married,59.52124426305039,1
62,204448,22982,605,Salaried,33,4,Married,39.81738911995,0
23,3298,4334,559,Unemployed,0,1,Married,100.0,1
34,82093,13789,601,Salaried,7,4,Married,56.03444966906629,1
23,9013,6452,508,Student,0,3,Single,100.0,1
68,132600,103525,742,Salaried,16,0,Married,21.564270930247588,0
21,8618,6119,469,Student,0,4,Divorced,100.0,1
59,156449,70320,709,Salaried,30,1,Married,15.782319214502131,0
52,82746,39012,624,Salaried,8,4,Divorced,78.76500853783277,1
63,124023,39912,607,Self-Employed,9,4,Married,50.831241846942795,0
43,111837,76199,733,Salaried,20,2,Single,24.983847622845044,0
68,194559,199207,729,Salaried,33,2,Single,20.01840795782615,0
22,36485,22473,588,Salaried,2,3,Divorced,100.0,1
46,33509,15617,492,Self-Employed,10,3,Single,100.0,1
54,97982,70328,566,Salaried,10,4,Divorced,84.59498438517114,1
37,32067,9516,668,Salaried,0,0,Divorced,42.69060747335903,0
66,51241,11077,622,Salaried,0,3,Single,84.15781388121587,1
38,78268,73468,558,Salaried,8,4,Single,100.0,1
27,65046,11528,580,Self-Employed,7,4,Married,79.89268550919233,1
22,27190,14686,597,Salaried,0,4,Single,100.0,1
53,124455,84083,555,Salaried,20,4,Married,93.242904331149,1
23,19793,11928,544,Salaried,1,4,Married,100.0,1
43,145049,32541,634,Salaried,21,2,Married,45.590676808780145,0
21,33488,14998,618,Salaried,1,1,Married,76.95309012197697,1
56,57779,12719,626,Salaried,0,1,Single,48.70028662228556,0
56,85594,46889,612,Salaried,9,4,Married,67.23271421964157,1
67,1466,4467,547,Unemployed,14,3,Single,100.0,1
52,184068,157165,710,Salaried,28,0,Single,28.572336377819045,0
18,86183,24924,510,Self-Employed,0,4,Married,100.0,1
41,99633,21108,665,Salaried,19,0,Married,29.082874670733403,0
53,86031,8825,560,Salaried,4,2,Single,49.562874767444725,0
23,37948,15355,605,Salaried,0,1,Married,70.15832156357062,1
58,172841,110830,759,Salaried,26,2,Married,24.339074770339003,0
63,25,2821,455,Unemployed,24,3,Single,100.0,1
25,6547,6902,529,Student,0,3,Single,100.0,1
48,126942,24926,616,Self-Employed,15,4,Divorced,48.98759724113227,0
37,49855,28906,532,Self-Employed,3,3,Married,95.58294712418783,1
41,78498,9450,678,Salaried,8,3,Married,31.48746838617127,0
42,60732,10764,654,Salaried,0,2,Married,43.11181280913998,0
22,2644,4786,623,Student,0,0,Single,100.0,1
38,91496,25663,641,Self-Employed,8,1,Married,77.72528278505555,1
47,119161,50989,551,Salaried,19,3,Married,80.56752354736426,1
41,53924,29000,579,Salaried,4,3,Married,100.0,1
61,189831,114506,702,Salaried,28,2,Single,30.34633953126007,0
25,11002,5611,598,Student,0,1,Single,100.0,1
47,40249,33145,571,Salaried,1,2,Single,100.0,1
39,66562,59852,711,Salaried,15,0,Divorced,39.41479960192384,0
45,117909,56231,613,Salaried,17,2,Married,47.87347974578036,0
24,43604,4893,621,Self-Employed,1,1,Married,64.86680341570238,1
52,109038,59275,637,Salaried,15,1,Single,58.779231963015896,1
45,50970,42992,574,Self-Employed,0,3,Single,100.0,1
31,25249,16528,554,Salaried,2,0,Married,94.37431565532869,1
24,8010,2717,477,Student,0,4,Married,100.0,1
33,95315,2000,539,Self-Employed,13,3,Married,57.25450811946375,1
33,70699,19889,619,Salaried,10,2,Single,30.61284532532905,0
48,81125,13140,655,Salaried,9,2,Married,15.363810740496968,0
59,96078,82250,673,Salaried,16,1,Single,41.99902002895303,0
42,53709,35858,593,Salaried,3,1,Single,96.4427739154014,1
18,12890,4552,560,Student,0,1,Married,90.47063863837081,1
23,41239,20975,555,Salaried,3,4,Single,100.0,1
61,153219,65091,628,Salaried,24,4,Single,59.30943413699839,1
26,30471,23257,515,Salaried,0,3,Married,100.0,1
62,126709,70540,565,Salaried,13,4,Married,78.54275416717829,1
25,6895,8224,559,Student,0,1,Married,100.0,1
60,91276,41231,670,Salaried,10,3,Married,47.87045764239967,0
37,3227,2025,539,Unemployed,6,3,Single,100.0,1
18,7543,1785,575,Student,0,0,Single,100.0,1
60,90282,42391,534,Salaried,9,4,Divorced,68.0405434317566,1
38,94552,48290,595,Salaried,16,2,Married,73.7084858167153,1
21,7161,6911,571,Student,0,2,Married,100.0,1
67,151806,139472,781,Salaried,30,0,Single,14.320504200943319,0
50,87185,23655,608,Salaried,18,1,Married,37.68469874855379,0
44,91630,64696,762,Salaried,17,0,Single,15.790201028052573,0
24,12000,10685,522,Salaried,0,1,Married,100.0,1
23,56002,19252,503,Self-Employed,1,4,Divorced,100.0,1
32,94733,15173,580,Salaried,11,4,Divorced,58.16556683183536,1
35,53971,33238,559,Salaried,6,3,Married,100.0,1
23,5315,3843,481,Student,0,3,Married,100.0,1
28,75633,28129,565,Self-Employed,8,3,Divorced,83.95888848012447,1
37,82834,80615,629,Salaried,11,3,Married,83.94460299742836,1
41,80608,44060,699,Self-Employed,8,2,Single,53.191658574843885,0
32,31488,9501,558,Salaried,1,3,Married,100.0,1
65,202958,96501,667,Self-Employed,33,3,Single,52.28665762555886,0
24,12000,2922,525,Salaried,0,3,Married,99.72028744044304,1
38,65738,64529,713,Salaried,16,1,Married,52.1311392295912,0
59,169758,27535,704,Self-Employed,32,3,Married,15.081321732202035,0
43,123945,16154,752,Salaried,22,0,Single,0.0,0
61,2380,9888,548,Unemployed,8,3,Single,100.0,1
31,39638,32300,590,Salaried,5,3,Married,100.0,1
23,4335,8941,522,Student,0,2,Married,100.0,1
19,3725,3364,553,Student,0,3,Married,100.0,1
35,32200,27236,472,Salaried,5,1,Single,89.99827635680346,1
22,47966,50165,540,Self-Employed,0,4,Divorced,100.0,1
20,20428,2000,541,Salaried,0,3,Divorced,88.91106166147198,1
20,14152,4297,457,Student,0,3,Single,100.0,1
43,107911,48374,622,Salaried,15,3,Single,70.31406983444707,1
54,71981,69976,653,Self-Employed,24,2,Married,64.76182749153224,1
41,85456,39361,487,Salaried,14,4,Married,100.0,1
66,148859,171042,707,Salaried,28,2,Divorced,37.708404277152205,0
36,55496,15391,648,Salaried,11,2,Divorced,44.342119085477385,0
68,172009,29136,783,Salaried,25,2,Married,0.0,0
42,33290,19294,639,Self-Employed,5,1,Married,81.61269046982667,1
38,67569,40662,546,Self-Employed,2,4,Single,100.0,1
29,110154,33156,681,Self-Employed,6,1,Single,59.03910447374121,1
58,50251,39564,607,Salaried,3,1,Married,60.8510395306197,1
50,138135,70117,646,Salaried,26,4,Married,68.1861807014966,1
67,129990,73922,704,Salaried,13,1,Married,35.74665319788213,0
21,22015,13225,551,Self-Employed,0,4,Married,100.0,1
59,1983,6504,486,Unemployed,38,3,Single,100.0,1
24,45051,29871,643,Salaried,1,2,Married,84.86171475335748,1
39,79431,43512,689,Salaried,18,1,Single,37.59846012832132,0
50,115246,66251,614,Salaried,18,4,Married,67.96633818061838,1
34,52458,26653,648,Self-Employed,1,0,Married,77.53349149380377,1
41,102789,41505,728,Self-Employed,14,1,Married,47.61334853417331,0
51,53654,49495,734,Self-Employed,0,1,Divorced,67.11203063420584,1
45,87790,3950,558,Salaried,9,4,Single,58.6744061182215,1
60,125078,50818,705,Self-Employed,12,0,Married,59.30428256801177,1
58,100695,68759,759,Self-Employed,23,0,Single,14.406928338423022,0
56,184222,98148,567,Salaried,31,3,Married,79.44998066718931,1
39,37153,20765,494,Salaried,5,1,Divorced,96.2414740576744,1
66,169311,110931,671,Salaried,32,2,Married,28.74373975421797,0
34,62986,49723,632,Salaried,11,1,Divorced,64.87286516775458,1
24,12287,2569,478,Student,0,2,Single,100.0,1
23,25173,16939,498,Salaried,2,2,Divorced,100.0,1
63,106217,44619,591,Self-Employed,9,4,Single,98.67243637402515,1
23,36045,9064,647,Salaried,0,1,Divorced,70.41117930492919,1
51,93204,54789,569,Salaried,13,4,Single,84.60569412469484,1
18,46120,14844,584,Salaried,0,3,Single,100.0,1
27,70119,23218,592,Salaried,6,2,Married,66.19350567799395,1
38,39826,34323,705,Salaried,3,0,Divorced,54.96097420543299,0
22,38036,15558,550,Salaried,0,2,Single,91.28026316381779,1
19,40568,48961,552,Salaried,0,3,Single,100.0,1
39,43041,40911,599,Salaried,0,2,Divorced,100.0,1
65,80622,25504,595,Salaried,7,4,Single,98.98204931629505,1
19,12000,9889,602,Salaried,0,1,Single,87.26813522341988,1
27,30826,12204,645,Salaried,2,0,Married,44.66022908083124,0
23,11042,1645,487,Student,0,4,Single,100.0,1
33,54470,6705,526,Salaried,0,1,Divorced,73.43100280578427,1
65,189922,14203,714,Self-Employed,33,0,Married,18.83736298492211,0
68,75375,49046,586,Salaried,5,3,Married,99.26895513626292,1
56,71267,26836,643,Self-Employed,4,2,Divorced,53.59709966455537,0
39,92732,62086,668,Salaried,13,0,Married,40.43602322590851,0
20,4903,8215,460,Student,0,3,Single,100.0,1
41,74103,28930,599,Salaried,8,1,Single,69.51543137224,1
64,178270,87420,789,Self-Employed,28,0,Married,22.300750633110425,0
57,187074,125530,645,Salaried,34,3,Single,68.41659649106273,1
55,110596,19408,568,Salaried,17,1,Divorced,39.40189493065378,0
27,75808,58242,548,Self-Employed,7,4,Married,100.0,1
52,151253,43451,650,Salaried,29,2,Single,27.273437057409296,0
68,100127,89572,676,Salaried,14,3,Married,52.4645416787085,0
66,108617,72842,585,Salaried,14,4,Married,85.24562426915863,1
49,143651,126324,679,Self-Employed,15,1,Divorced,68.19972076643258,1
24,1053,6017,544,Unemployed,0,0,Divorced,100.0,1
38,52765,13131,495,Salaried,0,2,Married,100.0,1
37,94520,30151,615,Self-Employed,9,1,Married,54.81159234385154,0
43,116123,99736,579,Salaried,18,3,Married,90.27402550225051,1
21,30043,17689,533,Salaried,0,2,Married,96.5419424176786,1
19,12512,9368,447,Student,0,4,Single,100.0,1
20,9925,5040,520,Student,0,2,Single,100.0,1
39,82255,20656,571,Self-Employed,3,4,Married,97.12092645409392,1
32,65551,29722,645,Salaried,3,1,Single,65.62749913528489,1
57,86728,73933,715,Salaried,10,0,Single,33.413889478454756,0
38,61246,14251,652,Salaried,8,2,Married,54.36433014672233,0
32,19157,7598,658,Salaried,0,0,Single,57.10349649728125,1
39,91369,50331,730,Salaried,15,0,Married,23.42914266411556,0
69,96695,38040,721,Self-Employed,8,2,Married,26.244884389452654,0
20,14774,9016,500,Student,0,2,Divorced,100.0,1
31,50745,20968,618,Salaried,5,0,Married,50.29243252565355,0
44,128497,112642,612,Salaried,16,3,Single,83.10940240141538,1
20,5078,4980,546,Student,0,3,Married,100.0,1
57,70267,52823,622,Salaried,11,2,Married,50.61509377974651,0
45,87653,27898,710,Self-Employed,21,0,Divorced,46.835638215668396,0
43,61413,50113,572,Salaried,7,0,Married,86.33072638772632,1
66,121416,67599,608,Salaried,20,1,Single,52.74761400163451,0
19,258,5177,583,Unemployed,0,0,Divorced,100.0,1
42,59627,52918,602,Salaried,0,3,Single,99.73227580352876,1
20,35633,26434,636,Salaried,0,1,Married,71.48265798802667,1
25,20359,5176,462,Salaried,0,3,Married,100.0,1
25,4511,7360,484,Student,0,4,Single,100.0,1
22,6170,5265,456,Student,0,2,Single,100.0,1
59,82406,42039,635,Salaried,9,4,Single,71.81870065646412,1
69,127727,75182,688,Salaried,17,2,Married,30.13204985183482,0
52,95640,48668,611,Self-Employed,12,3,Divorced,87.40217731204748,1
23,30656,17626,574,Salaried,2,3,Single,96.24216566150442,1
56,78769,41837,584,Self-Employed,9,4,Married,93.43239300189947,1
69,179887,16157,712,Salaried,31,2,Single,0.0,0
40,50636,21813,532,Salaried,8,2,Married,99.19063642055976,1
42,86391,35076,707,Self-Employed,12,1,Single,51.29091577863479,0
67,59684,55480,698,Salaried,2,0,Divorced,57.571216302102194,1
23,11648,7311,577,Student,0,1,Married,100.0,1
36,44556,3224,501,Salaried,2,3,Married,74.26776233708823,1
22,29912,29574,570,Salaried,0,4,Married,100.0,1
68,640,9841,556,Unemployed,1,2,Married,100.0,1
28,35650,10972,672,Salaried,6,1,Divorced,26.349659300752382,0
29,46459,39658,573,Self-Employed,6,4,Married,100.0,1
27,54245,52659,419,Salaried,3,4,Divorced,100.0,1
25,89659,32568,682,Self-Employed,0,0,Married,42.493952109608095,0
41,59294,9665,644,Self-Employed,6,2,Single,34.59813881509678,0
45,91922,16588,607,Salaried,14,4,Married,30.202783029159946,0
58,131042,23934,681,Self-Employed,25,2,Single,19.925393162707515,0
53,109550,136142,667,Self-Employed,10,1,Married,72.32671701086468,1
54,159130,42100,630,Salaried,26,4,Married,44.53510062896963,0
38,61304,34112,612,Salaried,6,4,Married,79.35021880393641,1
25,24024,9212,648,Salaried,0,1,Single,65.52076042267485,1
26,42909,25045,562,Salaried,1,2,Single,93.81944386681167,1
64,142895,138289,651,Salaried,20,2,Married,48.33459715872223,0
32,84010,70927,610,Salaried,7,4,Divorced,88.26757599323783,1
65,134362,138749,750,Salaried,23,1,Single,23.218521058029957,0
63,150308,105426,674,Self-Employed,18,3,Married,61.6233681729709,1
57,64786,2532,586,Salaried,2,2,Married,46.64300236353001,0
24,6783,5175,424,Student,0,3,Married,100.0,1
59,122230,58267,650,Salaried,14,4,Single,50.77213616030922,0
37,46479,15626,538,Salaried,3,3,Married,85.13092031881608,1
23,46151,29594,516,Self-Employed,1,3,Single,100.0,1
29,64113,19060,606,Salaried,8,2,Divorced,42.43919594933993,0
19,38284,12580,482,Salaried,0,4,Single,100.0,1
24,17319,13868,503,Salaried,1,3,Single,100.0,1
33,49516,16690,551,Salaried,1,2,Single,78.95802022450032,1
20,40406,18726,564,Salaried,0,3,Single,100.0,1
62,3571,7363,495,Unemployed,17,2,Married,100.0,1
20,47273,34535,445,Salaried,0,4,Single,100.0,1
23,7764,1111,504,Student,0,1,Single,87.88123122639583,1
67,158532,32721,763,Self-Employed,18,2,Married,14.129938364017768,0
60,185090,21348,677,Salaried,29,2,Single,17.825996578647928,0
57,92540,12104,641,Salaried,12,3,Single,32.20901208572861,0
55,122989,78940,595,Self-Employed,11,4,Married,100.0,1
19,7628,1888,557,Student,0,0,Married,100.0,1
45,80059,10799,730,Salaried,11,0,Divorced,0.0,0
18,50456,57507,590,Salaried,0,1,Divorced,100.0,1
25,34372,16955,586,Salaried,3,4,Married,90.65564914520736,1
54,134632,2448,752,Salaried,23,2,Single,0.0,0
49,80749,44610,746,Salaried,3,0,Married,31.1575534213756,0
21,4936,3191,519,Student,0,1,Married,100.0,1
60,125787,42742,626,Salaried,13,4,Married,56.38739144600295,1
54,120127,60961,747,Self-Employed,16,1,Married,39.565171098507186,0
21,40145,9292,644,Self-Employed,0,0,Single,71.67237086352216,1
47,65386,10159,640,Salaried,2,3,Married,54.784028364824394,0
23,72719,34529,612,Salaried,1,3,Married,97.7235339861703,1
63,144693,53332,692,Self-Employed,22,4,Divorced,44.895556093499856,0
22,14246,6126,505,Student,0,1,Single,100.0,1
49,74699,52458,619,Self-Employed,8,2,Single,89.49341582848143,1
26,39915,21748,587,Salaried,4,0,Single,84.97061214838536,1
29,50783,32698,546,Salaried,8,3,Married,100.0,1
28,68134,18662,570,Salaried,7,3,Single,78.56593708764026,1
63,118275,99254,698,Salaried,16,1,Single,64.11748768702701,1
33,84328,42663,551,Self-Employed,10,3,Divorced,94.15653306349824,1
18,12000,3959,505,Salaried,0,1,Single,85.23421391296415,1
62,177092,131864,683,Self-Employed,27,0,Married,40.540200333880975,0
38,108681,33979,732,Salaried,18,1,Single,0.0,0
47,151957,84733,695,Self-Employed,23,3,Married,68.49036674214477,1
30,394,5729,528,Unemployed,8,1,Married,100.0,1
51,100478,117867,486,Salaried,13,3,Divorced,100.0,1
21,12546,9505,435,Student,0,4,Divorced,100.0,1
45,107742,37287,632,Salaried,13,3,Single,47.20536573533999,0
